,,TIME,1971,2000
Ghana,Electricity output (GWh)-autoproducer CHP plants,Heat output from non-specified combustible fuels,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Nuclear,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Hydro,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Geothermal,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Solar photovoltaics,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Solar thermal,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,"Tide, wave and ocean",0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Wind,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Other sources,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Electricity,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Heat,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Total,0,0
Ghana,Electricity output (GWh)-autoproducer CHP plants,Memo: Renewables,0,0
Ghana,Heat output,Hard coal (if no detail),0,x
Ghana,Heat output,Brown coal (if no detail),0,x
Ghana,Heat output,Anthracite,..,0
Ghana,Heat output,Coking coal,..,0
Ghana,Heat output,Other bituminous coal,..,0
Ghana,Heat output,Sub-bituminous coal,..,0
Ghana,Heat output,Lignite,..,0
Ghana,Heat output,Patent fuel,0,0
Ghana,Heat output,Coke oven coke,0,0
Ghana,Heat output,Gas coke,0,0
Ghana,Heat output,Coal tar,0,0
Ghana,Heat output,BKB,0,0
Ghana,Heat output,Gas works gas,0,0
Ghana,Heat output,Coke oven gas,0,0
Ghana,Heat output,Blast furnace gas,0,0
Ghana,Heat output,Other recovered gases,0,0
Ghana,Heat output,Peat,0,0
Ghana,Heat output,Peat products,0,0
Ghana,Heat output,Oil shale and oil sands,0,0
Ghana,Heat output,Natural gas,0,0
Ghana,Heat output,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Heat output,Crude oil,0,0
Ghana,Heat output,Natural gas liquids,0,0
Ghana,Heat output,Refinery feedstocks,0,0
Ghana,Heat output,Additives/blending components,0,0
Ghana,Heat output,Other hydrocarbons,0,0
Ghana,Heat output,Refinery gas,0,0
Ghana,Heat output,Ethane,0,0
Ghana,Heat output,Liquefied petroleum gases (LPG),0,0
Ghana,Heat output,Motor gasoline excl. biofuels,0,0
Ghana,Heat output,Aviation gasoline,0,0
Ghana,Heat output,Gasoline type jet fuel,0,0
Ghana,Heat output,Kerosene type jet fuel excl. biofuels,0,0
Ghana,Heat output,Other kerosene,0,0
Ghana,Heat output,Gas/diesel oil excl. biofuels,0,0
Ghana,Heat output,Fuel oil,0,0
Ghana,Heat output,Naphtha,0,0
Ghana,Heat output,White spirit & SBP,0,0
Ghana,Heat output,Lubricants,0,0
Ghana,Heat output,Bitumen,0,0
Ghana,Heat output,Paraffin waxes,0,0
Ghana,Heat output,Petroleum coke,0,0
Ghana,Heat output,Other oil products,0,0
Ghana,Heat output,Industrial waste,0,0
Ghana,Heat output,Municipal waste (renewable),0,0
Ghana,Heat output,Municipal waste (non-renewable),0,0
Ghana,Heat output,Primary solid biofuels,0,0
Ghana,Heat output,Biogases,0,0
Ghana,Heat output,Biogasoline,0,0
Ghana,Heat output,Biodiesels,0,0
Ghana,Heat output,Bio jet kerosene,0,0
Ghana,Heat output,Other liquid biofuels,0,0
Ghana,Heat output,Non-specified primary biofuels and waste,0,0
Ghana,Heat output,Charcoal,0,0
Ghana,Heat output,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Heat output,Heat output from non-specified combustible fuels,0,0
Ghana,Heat output,Nuclear,0,0
Ghana,Heat output,Hydro,0,0
Ghana,Heat output,Geothermal,0,0
Ghana,Heat output,Solar photovoltaics,0,0
Ghana,Heat output,Solar thermal,0,0
Ghana,Heat output,"Tide, wave and ocean",0,0
Ghana,Heat output,Wind,0,0
Ghana,Heat output,Other sources,0,0
Ghana,Heat output,Electricity,0,0
Ghana,Heat output,Heat,0,0
Ghana,Heat output,Total,0,0
Ghana,Heat output,Memo: Renewables,0,0
Ghana,Heat output-main activity producer CHP plants,Hard coal (if no detail),0,x
Ghana,Heat output-main activity producer CHP plants,Brown coal (if no detail),0,x
Ghana,Heat output-main activity producer CHP plants,Anthracite,..,0
Ghana,Heat output-main activity producer CHP plants,Coking coal,..,0
Ghana,Heat output-main activity producer CHP plants,Other bituminous coal,..,0
Ghana,Heat output-main activity producer CHP plants,Sub-bituminous coal,..,0
Ghana,Heat output-main activity producer CHP plants,Lignite,..,0
Ghana,Heat output-main activity producer CHP plants,Patent fuel,0,0
Ghana,Heat output-main activity producer CHP plants,Coke oven coke,0,0
Ghana,Heat output-main activity producer CHP plants,Gas coke,0,0
Ghana,Heat output-main activity producer CHP plants,Coal tar,0,0
Ghana,Heat output-main activity producer CHP plants,BKB,0,0
Ghana,Heat output-main activity producer CHP plants,Gas works gas,0,0
Ghana,Heat output-main activity producer CHP plants,Coke oven gas,0,0
Ghana,Heat output-main activity producer CHP plants,Blast furnace gas,0,0
Ghana,Heat output-main activity producer CHP plants,Other recovered gases,0,0
Ghana,Heat output-main activity producer CHP plants,Peat,0,0
Ghana,Heat output-main activity producer CHP plants,Peat products,0,0
Ghana,Heat output-main activity producer CHP plants,Oil shale and oil sands,0,0
Ghana,Heat output-main activity producer CHP plants,Natural gas,0,0
Ghana,Heat output-main activity producer CHP plants,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Heat output-main activity producer CHP plants,Crude oil,0,0
Ghana,Heat output-main activity producer CHP plants,Natural gas liquids,0,0
Ghana,Heat output-main activity producer CHP plants,Refinery feedstocks,0,0
Ghana,Heat output-main activity producer CHP plants,Additives/blending components,0,0
Ghana,Heat output-main activity producer CHP plants,Other hydrocarbons,0,0
Ghana,Heat output-main activity producer CHP plants,Refinery gas,0,0
Ghana,Heat output-main activity producer CHP plants,Ethane,0,0
Ghana,Heat output-main activity producer CHP plants,Liquefied petroleum gases (LPG),0,0
Ghana,Heat output-main activity producer CHP plants,Motor gasoline excl. biofuels,0,0
Ghana,Heat output-main activity producer CHP plants,Aviation gasoline,0,0
Ghana,Heat output-main activity producer CHP plants,Gasoline type jet fuel,0,0
Ghana,Heat output-main activity producer CHP plants,Kerosene type jet fuel excl. biofuels,0,0
Ghana,Heat output-main activity producer CHP plants,Other kerosene,0,0
Ghana,Heat output-main activity producer CHP plants,Gas/diesel oil excl. biofuels,0,0
Ghana,Heat output-main activity producer CHP plants,Fuel oil,0,0
Ghana,Heat output-main activity producer CHP plants,Naphtha,0,0
Ghana,Heat output-main activity producer CHP plants,White spirit & SBP,0,0
Ghana,Heat output-main activity producer CHP plants,Lubricants,0,0
Ghana,Heat output-main activity producer CHP plants,Bitumen,0,0
Ghana,Heat output-main activity producer CHP plants,Paraffin waxes,0,0
Ghana,Heat output-main activity producer CHP plants,Petroleum coke,0,0
Ghana,Heat output-main activity producer CHP plants,Other oil products,0,0
Ghana,Heat output-main activity producer CHP plants,Industrial waste,0,0
Ghana,Heat output-main activity producer CHP plants,Municipal waste (renewable),0,0
Ghana,Heat output-main activity producer CHP plants,Municipal waste (non-renewable),0,0
Ghana,Heat output-main activity producer CHP plants,Primary solid biofuels,0,0
Ghana,Heat output-main activity producer CHP plants,Biogases,0,0
Ghana,Heat output-main activity producer CHP plants,Biogasoline,0,0
Ghana,Heat output-main activity producer CHP plants,Biodiesels,0,0
Ghana,Heat output-main activity producer CHP plants,Bio jet kerosene,0,0
Ghana,Heat output-main activity producer CHP plants,Other liquid biofuels,0,0
Ghana,Heat output-main activity producer CHP plants,Non-specified primary biofuels and waste,0,0
Ghana,Heat output-main activity producer CHP plants,Charcoal,0,0
Ghana,Heat output-main activity producer CHP plants,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Heat output-main activity producer CHP plants,Heat output from non-specified combustible fuels,0,0
Ghana,Heat output-main activity producer CHP plants,Nuclear,0,0
Ghana,Heat output-main activity producer CHP plants,Hydro,0,0
Ghana,Heat output-main activity producer CHP plants,Geothermal,0,0
Ghana,Heat output-main activity producer CHP plants,Solar photovoltaics,0,0
Ghana,Heat output-main activity producer CHP plants,Solar thermal,0,0
Ghana,Heat output-main activity producer CHP plants,"Tide, wave and ocean",0,0
Ghana,Heat output-main activity producer CHP plants,Wind,0,0
Ghana,Heat output-main activity producer CHP plants,Other sources,0,0
Ghana,Heat output-main activity producer CHP plants,Electricity,0,0
Ghana,Heat output-main activity producer CHP plants,Heat,0,0
Ghana,Heat output-main activity producer CHP plants,Total,0,0
Ghana,Heat output-main activity producer CHP plants,Memo: Renewables,0,0
Ghana,Heat output-autoproducer CHP plants,Hard coal (if no detail),0,x
Ghana,Heat output-autoproducer CHP plants,Brown coal (if no detail),0,x
Ghana,Heat output-autoproducer CHP plants,Anthracite,..,0
Ghana,Heat output-autoproducer CHP plants,Coking coal,..,0
Ghana,Heat output-autoproducer CHP plants,Other bituminous coal,..,0
Ghana,Heat output-autoproducer CHP plants,Sub-bituminous coal,..,0
Ghana,Heat output-autoproducer CHP plants,Lignite,..,0
Ghana,Heat output-autoproducer CHP plants,Patent fuel,0,0
Ghana,Heat output-autoproducer CHP plants,Coke oven coke,0,0
Ghana,Heat output-autoproducer CHP plants,Gas coke,0,0
Ghana,Heat output-autoproducer CHP plants,Coal tar,0,0
Ghana,Heat output-autoproducer CHP plants,BKB,0,0
Ghana,Heat output-autoproducer CHP plants,Gas works gas,0,0
Ghana,Heat output-autoproducer CHP plants,Coke oven gas,0,0
Ghana,Heat output-autoproducer CHP plants,Blast furnace gas,0,0
Ghana,Heat output-autoproducer CHP plants,Other recovered gases,0,0
Ghana,Heat output-autoproducer CHP plants,Peat,0,0
Ghana,Heat output-autoproducer CHP plants,Peat products,0,0
Ghana,Heat output-autoproducer CHP plants,Oil shale and oil sands,0,0
Ghana,Heat output-autoproducer CHP plants,Natural gas,0,0
Ghana,Heat output-autoproducer CHP plants,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Heat output-autoproducer CHP plants,Crude oil,0,0
Ghana,Heat output-autoproducer CHP plants,Natural gas liquids,0,0
Ghana,Heat output-autoproducer CHP plants,Refinery feedstocks,0,0
Ghana,Heat output-autoproducer CHP plants,Additives/blending components,0,0
Ghana,Heat output-autoproducer CHP plants,Other hydrocarbons,0,0
Ghana,Heat output-autoproducer CHP plants,Refinery gas,0,0
Ghana,Heat output-autoproducer CHP plants,Ethane,0,0
Ghana,Heat output-autoproducer CHP plants,Liquefied petroleum gases (LPG),0,0
Ghana,Heat output-autoproducer CHP plants,Motor gasoline excl. biofuels,0,0
Ghana,Heat output-autoproducer CHP plants,Aviation gasoline,0,0
Ghana,Heat output-autoproducer CHP plants,Gasoline type jet fuel,0,0
Ghana,Heat output-autoproducer CHP plants,Kerosene type jet fuel excl. biofuels,0,0
Ghana,Heat output-autoproducer CHP plants,Other kerosene,0,0
Ghana,Heat output-autoproducer CHP plants,Gas/diesel oil excl. biofuels,0,0
Ghana,Heat output-autoproducer CHP plants,Fuel oil,0,0
Ghana,Heat output-autoproducer CHP plants,Naphtha,0,0
Ghana,Heat output-autoproducer CHP plants,White spirit & SBP,0,0
Ghana,Heat output-autoproducer CHP plants,Lubricants,0,0
Ghana,Heat output-autoproducer CHP plants,Bitumen,0,0
Ghana,Heat output-autoproducer CHP plants,Paraffin waxes,0,0
Ghana,Heat output-autoproducer CHP plants,Petroleum coke,0,0
Ghana,Heat output-autoproducer CHP plants,Other oil products,0,0
Ghana,Heat output-autoproducer CHP plants,Industrial waste,0,0
Ghana,Heat output-autoproducer CHP plants,Municipal waste (renewable),0,0
Ghana,Heat output-autoproducer CHP plants,Municipal waste (non-renewable),0,0
Ghana,Heat output-autoproducer CHP plants,Primary solid biofuels,0,0
Ghana,Heat output-autoproducer CHP plants,Biogases,0,0
Ghana,Heat output-autoproducer CHP plants,Biogasoline,0,0
Ghana,Heat output-autoproducer CHP plants,Biodiesels,0,0
Ghana,Heat output-autoproducer CHP plants,Bio jet kerosene,0,0
Ghana,Heat output-autoproducer CHP plants,Other liquid biofuels,0,0
Ghana,Heat output-autoproducer CHP plants,Non-specified primary biofuels and waste,0,0
Ghana,Heat output-autoproducer CHP plants,Charcoal,0,0
Ghana,Heat output-autoproducer CHP plants,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Heat output-autoproducer CHP plants,Heat output from non-specified combustible fuels,0,0
Ghana,Heat output-autoproducer CHP plants,Nuclear,0,0
Ghana,Heat output-autoproducer CHP plants,Hydro,0,0
Ghana,Heat output-autoproducer CHP plants,Geothermal,0,0
Ghana,Heat output-autoproducer CHP plants,Solar photovoltaics,0,0
Ghana,Heat output-autoproducer CHP plants,Solar thermal,0,0
Ghana,Heat output-autoproducer CHP plants,"Tide, wave and ocean",0,0
Ghana,Heat output-autoproducer CHP plants,Wind,0,0
Ghana,Heat output-autoproducer CHP plants,Other sources,0,0
Ghana,Heat output-autoproducer CHP plants,Electricity,0,0
Ghana,Heat output-autoproducer CHP plants,Heat,0,0
Ghana,Heat output-autoproducer CHP plants,Total,0,0
Ghana,Heat output-autoproducer CHP plants,Memo: Renewables,0,0
Ghana,Heat output-main activity producer heat plants,Hard coal (if no detail),0,x
Ghana,Heat output-main activity producer heat plants,Brown coal (if no detail),0,x
Ghana,Heat output-main activity producer heat plants,Anthracite,..,0
Ghana,Heat output-main activity producer heat plants,Coking coal,..,0
Ghana,Heat output-main activity producer heat plants,Other bituminous coal,..,0
Ghana,Heat output-main activity producer heat plants,Sub-bituminous coal,..,0
Ghana,Heat output-main activity producer heat plants,Lignite,..,0
Ghana,Heat output-main activity producer heat plants,Patent fuel,0,0
Ghana,Heat output-main activity producer heat plants,Coke oven coke,0,0
Ghana,Heat output-main activity producer heat plants,Gas coke,0,0
Ghana,Heat output-main activity producer heat plants,Coal tar,0,0
Ghana,Heat output-main activity producer heat plants,BKB,0,0
Ghana,Heat output-main activity producer heat plants,Gas works gas,0,0
Ghana,Heat output-main activity producer heat plants,Coke oven gas,0,0
Ghana,Heat output-main activity producer heat plants,Blast furnace gas,0,0
Ghana,Heat output-main activity producer heat plants,Other recovered gases,0,0
Ghana,Heat output-main activity producer heat plants,Peat,0,0
Ghana,Heat output-main activity producer heat plants,Peat products,0,0
Ghana,Heat output-main activity producer heat plants,Oil shale and oil sands,0,0
Ghana,Heat output-main activity producer heat plants,Natural gas,0,0
Ghana,Heat output-main activity producer heat plants,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Heat output-main activity producer heat plants,Crude oil,0,0
Ghana,Heat output-main activity producer heat plants,Natural gas liquids,0,0
Ghana,Heat output-main activity producer heat plants,Refinery feedstocks,0,0
Ghana,Heat output-main activity producer heat plants,Additives/blending components,0,0
Ghana,Heat output-main activity producer heat plants,Other hydrocarbons,0,0
Ghana,Heat output-main activity producer heat plants,Refinery gas,0,0
Ghana,Heat output-main activity producer heat plants,Ethane,0,0
Ghana,Heat output-main activity producer heat plants,Liquefied petroleum gases (LPG),0,0
Ghana,Heat output-main activity producer heat plants,Motor gasoline excl. biofuels,0,0
Ghana,Heat output-main activity producer heat plants,Aviation gasoline,0,0
Ghana,Heat output-main activity producer heat plants,Gasoline type jet fuel,0,0
Ghana,Heat output-main activity producer heat plants,Kerosene type jet fuel excl. biofuels,0,0
Ghana,Heat output-main activity producer heat plants,Other kerosene,0,0
Ghana,Heat output-main activity producer heat plants,Gas/diesel oil excl. biofuels,0,0
Ghana,Heat output-main activity producer heat plants,Fuel oil,0,0
Ghana,Heat output-main activity producer heat plants,Naphtha,0,0
Ghana,Heat output-main activity producer heat plants,White spirit & SBP,0,0
Ghana,Heat output-main activity producer heat plants,Lubricants,0,0
Ghana,Heat output-main activity producer heat plants,Bitumen,0,0
Ghana,Heat output-main activity producer heat plants,Paraffin waxes,0,0
Ghana,Heat output-main activity producer heat plants,Petroleum coke,0,0
Ghana,Heat output-main activity producer heat plants,Other oil products,0,0
Ghana,Heat output-main activity producer heat plants,Industrial waste,0,0
Ghana,Heat output-main activity producer heat plants,Municipal waste (renewable),0,0
Ghana,Heat output-main activity producer heat plants,Municipal waste (non-renewable),0,0
Ghana,Heat output-main activity producer heat plants,Primary solid biofuels,0,0
Ghana,Heat output-main activity producer heat plants,Biogases,0,0
Ghana,Heat output-main activity producer heat plants,Biogasoline,0,0
Ghana,Heat output-main activity producer heat plants,Biodiesels,0,0
Ghana,Heat output-main activity producer heat plants,Bio jet kerosene,0,0
Ghana,Heat output-main activity producer heat plants,Other liquid biofuels,0,0
Ghana,Heat output-main activity producer heat plants,Non-specified primary biofuels and waste,0,0
Ghana,Heat output-main activity producer heat plants,Charcoal,0,0
Ghana,Heat output-main activity producer heat plants,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Heat output-main activity producer heat plants,Heat output from non-specified combustible fuels,0,0
Ghana,Heat output-main activity producer heat plants,Nuclear,0,0
Ghana,Heat output-main activity producer heat plants,Hydro,0,0
Ghana,Heat output-main activity producer heat plants,Geothermal,0,0
Ghana,Heat output-main activity producer heat plants,Solar photovoltaics,0,0
Ghana,Heat output-main activity producer heat plants,Solar thermal,0,0
Ghana,Heat output-main activity producer heat plants,"Tide, wave and ocean",0,0
Ghana,Heat output-main activity producer heat plants,Wind,0,0
Ghana,Heat output-main activity producer heat plants,Other sources,0,0
Ghana,Heat output-main activity producer heat plants,Electricity,0,0
Ghana,Heat output-main activity producer heat plants,Heat,0,0
Ghana,Heat output-main activity producer heat plants,Total,0,0
Ghana,Heat output-main activity producer heat plants,Memo: Renewables,0,0
Ghana,Heat output-autoproducer heat plants,Hard coal (if no detail),0,x
Ghana,Heat output-autoproducer heat plants,Brown coal (if no detail),0,x
Ghana,Heat output-autoproducer heat plants,Anthracite,..,0
Ghana,Heat output-autoproducer heat plants,Coking coal,..,0
Ghana,Heat output-autoproducer heat plants,Other bituminous coal,..,0
Ghana,Heat output-autoproducer heat plants,Sub-bituminous coal,..,0
Ghana,Heat output-autoproducer heat plants,Lignite,..,0
Ghana,Heat output-autoproducer heat plants,Patent fuel,0,0
Ghana,Heat output-autoproducer heat plants,Coke oven coke,0,0
Ghana,Heat output-autoproducer heat plants,Gas coke,0,0
Ghana,Heat output-autoproducer heat plants,Coal tar,0,0
Ghana,Heat output-autoproducer heat plants,BKB,0,0
Ghana,Heat output-autoproducer heat plants,Gas works gas,0,0
Ghana,Heat output-autoproducer heat plants,Coke oven gas,0,0
Ghana,Heat output-autoproducer heat plants,Blast furnace gas,0,0
Ghana,Heat output-autoproducer heat plants,Other recovered gases,0,0
Ghana,Heat output-autoproducer heat plants,Peat,0,0
Ghana,Heat output-autoproducer heat plants,Peat products,0,0
Ghana,Heat output-autoproducer heat plants,Oil shale and oil sands,0,0
Ghana,Heat output-autoproducer heat plants,Natural gas,0,0
Ghana,Heat output-autoproducer heat plants,Crude/NGL/feedstocks (if no detail),x,x
Ghana,Heat output-autoproducer heat plants,Crude oil,0,0
Ghana,Heat output-autoproducer heat plants,Natural gas liquids,0,0
Ghana,Heat output-autoproducer heat plants,Refinery feedstocks,0,0
Ghana,Heat output-autoproducer heat plants,Additives/blending components,0,0
Ghana,Heat output-autoproducer heat plants,Other hydrocarbons,0,0
Ghana,Heat output-autoproducer heat plants,Refinery gas,0,0
Ghana,Heat output-autoproducer heat plants,Ethane,0,0
Ghana,Heat output-autoproducer heat plants,Liquefied petroleum gases (LPG),0,0
Ghana,Heat output-autoproducer heat plants,Motor gasoline excl. biofuels,0,0
Ghana,Heat output-autoproducer heat plants,Aviation gasoline,0,0
Ghana,Heat output-autoproducer heat plants,Gasoline type jet fuel,0,0
Ghana,Heat output-autoproducer heat plants,Kerosene type jet fuel excl. biofuels,0,0
Ghana,Heat output-autoproducer heat plants,Other kerosene,0,0
Ghana,Heat output-autoproducer heat plants,Gas/diesel oil excl. biofuels,0,0
Ghana,Heat output-autoproducer heat plants,Fuel oil,0,0
Ghana,Heat output-autoproducer heat plants,Naphtha,0,0
Ghana,Heat output-autoproducer heat plants,White spirit & SBP,0,0
Ghana,Heat output-autoproducer heat plants,Lubricants,0,0
Ghana,Heat output-autoproducer heat plants,Bitumen,0,0
Ghana,Heat output-autoproducer heat plants,Paraffin waxes,0,0
Ghana,Heat output-autoproducer heat plants,Petroleum coke,0,0
Ghana,Heat output-autoproducer heat plants,Other oil products,0,0
Ghana,Heat output-autoproducer heat plants,Industrial waste,0,0
Ghana,Heat output-autoproducer heat plants,Municipal waste (renewable),0,0
Ghana,Heat output-autoproducer heat plants,Municipal waste (non-renewable),0,0
Ghana,Heat output-autoproducer heat plants,Primary solid biofuels,0,0
Ghana,Heat output-autoproducer heat plants,Biogases,0,0
Ghana,Heat output-autoproducer heat plants,Biogasoline,0,0
Ghana,Heat output-autoproducer heat plants,Biodiesels,0,0
Ghana,Heat output-autoproducer heat plants,Bio jet kerosene,0,0
Ghana,Heat output-autoproducer heat plants,Other liquid biofuels,0,0
Ghana,Heat output-autoproducer heat plants,Non-specified primary biofuels and waste,0,0
Ghana,Heat output-autoproducer heat plants,Charcoal,0,0
Ghana,Heat output-autoproducer heat plants,Elec/heat output from non-specified manufactured gases,0,0
Ghana,Heat output-autoproducer heat plants,Heat output from non-specified combustible fuels,0,0
Ghana,Heat output-autoproducer heat plants,Nuclear,0,0
Ghana,Heat output-autoproducer heat plants,Hydro,0,0
Ghana,Heat output-autoproducer heat plants,Geothermal,0,0
Ghana,Heat output-autoproducer heat plants,Solar photovoltaics,0,0
Ghana,Heat output-autoproducer heat plants,Solar thermal,0,0
Ghana,Heat output-autoproducer heat plants,"Tide, wave and ocean",0,0
Ghana,Heat output-autoproducer heat plants,Wind,0,0
Ghana,Heat output-autoproducer heat plants,Other sources,0,0
Ghana,Heat output-autoproducer heat plants,Electricity,0,0
Ghana,Heat output-autoproducer heat plants,Heat,0,0
Ghana,Heat output-autoproducer heat plants,Total,0,0
Ghana,Heat output-autoproducer heat plants,Memo: Renewables,0,0
South Africa,Production,Hard coal (if no detail),33064,x
South Africa,Production,Brown coal (if no detail),0,x
South Africa,Production,Anthracite,..,0
South Africa,Production,Coking coal,..,2372
South Africa,Production,Other bituminous coal,..,124554
South Africa,Production,Sub-bituminous coal,..,0
South Africa,Production,Lignite,..,0
South Africa,Production,Patent fuel,0,0
South Africa,Production,Coke oven coke,0,0
South Africa,Production,Gas coke,0,0
South Africa,Production,Coal tar,0,0
South Africa,Production,BKB,0,0
South Africa,Production,Gas works gas,0,0
South Africa,Production,Coke oven gas,0,0
South Africa,Production,Blast furnace gas,0,0
South Africa,Production,Other recovered gases,0,0
South Africa,Production,Peat,0,0
South Africa,Production,Peat products,0,0
South Africa,Production,Oil shale and oil sands,0,0
South Africa,Production,Natural gas,0,1398
South Africa,Production,Crude/NGL/feedstocks (if no detail),x,x
South Africa,Production,Crude oil,0,667
South Africa,Production,Natural gas liquids,0,277
South Africa,Production,Refinery feedstocks,0,0
South Africa,Production,Additives/blending components,0,0
South Africa,Production,Other hydrocarbons,0,0
South Africa,Production,Refinery gas,0,0
South Africa,Production,Ethane,0,0
South Africa,Production,Liquefied petroleum gases (LPG),0,0
South Africa,Production,Motor gasoline excl. biofuels,0,0
South Africa,Production,Aviation gasoline,0,0
South Africa,Production,Gasoline type jet fuel,0,0
South Africa,Production,Kerosene type jet fuel excl. biofuels,0,0
South Africa,Production,Other kerosene,0,0
South Africa,Production,Gas/diesel oil excl. biofuels,0,0
South Africa,Production,Fuel oil,0,0
South Africa,Production,Naphtha,0,0
South Africa,Production,White spirit & SBP,0,0
South Africa,Production,Lubricants,0,0
South Africa,Production,Bitumen,0,0
South Africa,Production,Paraffin waxes,0,0
South Africa,Production,Petroleum coke,0,0
South Africa,Production,Other oil products,0,0
South Africa,Production,Industrial waste,0,0
South Africa,Production,Municipal waste (renewable),0,0
South Africa,Production,Municipal waste (non-renewable),0,0
South Africa,Production,Primary solid biofuels,4700,12354
South Africa,Production,Biogases,0,0
South Africa,Production,Biogasoline,0,0
South Africa,Production,Biodiesels,0,0
South Africa,Production,Bio jet kerosene,0,0
South Africa,Production,Other liquid biofuels,0,0
South Africa,Production,Non-specified primary biofuels and waste,0,0
South Africa,Production,Charcoal,0,0
South Africa,Production,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Production,Heat output from non-specified combustible fuels,0,0
South Africa,Production,Nuclear,0,3390
South Africa,Production,Hydro,10,95
South Africa,Production,Geothermal,0,0
South Africa,Production,Solar photovoltaics,0,0
South Africa,Production,Solar thermal,0,0
South Africa,Production,"Tide, wave and ocean",0,0
South Africa,Production,Wind,0,0
South Africa,Production,Other sources,0,0
South Africa,Production,Electricity,0,0
South Africa,Production,Heat,0,0
South Africa,Production,Total,37775,145106
South Africa,Production,Memo: Renewables,4710,12449
South Africa,Imports,Hard coal (if no detail),0,x
South Africa,Imports,Brown coal (if no detail),0,x
South Africa,Imports,Anthracite,..,0
South Africa,Imports,Coking coal,..,821
South Africa,Imports,Other bituminous coal,..,0
South Africa,Imports,Sub-bituminous coal,..,0
South Africa,Imports,Lignite,..,0
South Africa,Imports,Patent fuel,0,0
South Africa,Imports,Coke oven coke,0,0
South Africa,Imports,Gas coke,0,0
South Africa,Imports,Coal tar,0,0
South Africa,Imports,BKB,0,0
South Africa,Imports,Gas works gas,0,0
South Africa,Imports,Coke oven gas,0,0
South Africa,Imports,Blast furnace gas,0,0
South Africa,Imports,Other recovered gases,0,0
South Africa,Imports,Peat,0,0
South Africa,Imports,Peat products,0,0
South Africa,Imports,Oil shale and oil sands,0,0
South Africa,Imports,Natural gas,0,0
South Africa,Imports,Crude/NGL/feedstocks (if no detail),x,x
South Africa,Imports,Crude oil,12083,19029
South Africa,Imports,Natural gas liquids,0,0
South Africa,Imports,Refinery feedstocks,0,0
South Africa,Imports,Additives/blending components,0,0
South Africa,Imports,Other hydrocarbons,0,0
South Africa,Imports,Refinery gas,0,0
South Africa,Imports,Ethane,0,0
South Africa,Imports,Liquefied petroleum gases (LPG),0,0
South Africa,Imports,Motor gasoline excl. biofuels,0,189
South Africa,Imports,Aviation gasoline,0,0
South Africa,Imports,Gasoline type jet fuel,0,0
South Africa,Imports,Kerosene type jet fuel excl. biofuels,0,0
South Africa,Imports,Other kerosene,97,33
South Africa,Imports,Gas/diesel oil excl. biofuels,0,137
South Africa,Imports,Fuel oil,0,15
South Africa,Imports,Naphtha,0,0
South Africa,Imports,White spirit & SBP,0,0
South Africa,Imports,Lubricants,0,147
South Africa,Imports,Bitumen,0,0
South Africa,Imports,Paraffin waxes,0,0
South Africa,Imports,Petroleum coke,0,0
South Africa,Imports,Other oil products,0,0
South Africa,Imports,Industrial waste,0,0
South Africa,Imports,Municipal waste (renewable),0,0
South Africa,Imports,Municipal waste (non-renewable),0,0
South Africa,Imports,Primary solid biofuels,0,0
South Africa,Imports,Biogases,0,0
South Africa,Imports,Biogasoline,0,0
South Africa,Imports,Biodiesels,0,0
South Africa,Imports,Bio jet kerosene,0,0
South Africa,Imports,Other liquid biofuels,0,0
South Africa,Imports,Non-specified primary biofuels and waste,0,0
South Africa,Imports,Charcoal,0,0
South Africa,Imports,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Imports,Heat output from non-specified combustible fuels,0,0
South Africa,Imports,Nuclear,0,0
South Africa,Imports,Hydro,0,0
South Africa,Imports,Geothermal,0,0
South Africa,Imports,Solar photovoltaics,0,0
South Africa,Imports,Solar thermal,0,0
South Africa,Imports,"Tide, wave and ocean",0,0
South Africa,Imports,Wind,0,0
South Africa,Imports,Other sources,0,0
South Africa,Imports,Electricity,0,1352
South Africa,Imports,Heat,0,0
South Africa,Imports,Total,12180,21724
South Africa,Imports,Memo: Renewables,0,0
South Africa,Exports,Hard coal (if no detail),-965,x
South Africa,Exports,Brown coal (if no detail),0,x
