,,TIME,1971,2000
South Africa,Exports,Anthracite,..,0
South Africa,Exports,Coking coal,..,-1291
South Africa,Exports,Other bituminous coal,..,-45576
South Africa,Exports,Sub-bituminous coal,..,0
South Africa,Exports,Lignite,..,0
South Africa,Exports,Patent fuel,0,0
South Africa,Exports,Coke oven coke,0,0
South Africa,Exports,Gas coke,0,0
South Africa,Exports,Coal tar,0,0
South Africa,Exports,BKB,0,0
South Africa,Exports,Gas works gas,0,0
South Africa,Exports,Coke oven gas,0,0
South Africa,Exports,Blast furnace gas,0,0
South Africa,Exports,Other recovered gases,0,0
South Africa,Exports,Peat,0,0
South Africa,Exports,Peat products,0,0
South Africa,Exports,Oil shale and oil sands,0,0
South Africa,Exports,Natural gas,0,0
South Africa,Exports,Crude/NGL/feedstocks (if no detail),x,x
South Africa,Exports,Crude oil,0,-172
South Africa,Exports,Natural gas liquids,0,0
South Africa,Exports,Refinery feedstocks,0,0
South Africa,Exports,Additives/blending components,0,0
South Africa,Exports,Other hydrocarbons,0,0
South Africa,Exports,Refinery gas,0,0
South Africa,Exports,Ethane,0,0
South Africa,Exports,Liquefied petroleum gases (LPG),0,0
South Africa,Exports,Motor gasoline excl. biofuels,0,-630
South Africa,Exports,Aviation gasoline,0,-33
South Africa,Exports,Gasoline type jet fuel,0,0
South Africa,Exports,Kerosene type jet fuel excl. biofuels,0,-194
South Africa,Exports,Other kerosene,0,-846
South Africa,Exports,Gas/diesel oil excl. biofuels,0,-1589
South Africa,Exports,Fuel oil,0,-2456
South Africa,Exports,Naphtha,0,0
South Africa,Exports,White spirit & SBP,0,-1
South Africa,Exports,Lubricants,0,-216
South Africa,Exports,Bitumen,0,0
South Africa,Exports,Paraffin waxes,0,0
South Africa,Exports,Petroleum coke,0,0
South Africa,Exports,Other oil products,0,0
South Africa,Exports,Industrial waste,0,0
South Africa,Exports,Municipal waste (renewable),0,0
South Africa,Exports,Municipal waste (non-renewable),0,0
South Africa,Exports,Primary solid biofuels,0,0
South Africa,Exports,Biogases,0,0
South Africa,Exports,Biogasoline,0,0
South Africa,Exports,Biodiesels,0,0
South Africa,Exports,Bio jet kerosene,0,0
South Africa,Exports,Other liquid biofuels,0,0
South Africa,Exports,Non-specified primary biofuels and waste,0,0
South Africa,Exports,Charcoal,0,-227
South Africa,Exports,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Exports,Heat output from non-specified combustible fuels,0,0
South Africa,Exports,Nuclear,0,0
South Africa,Exports,Hydro,0,0
South Africa,Exports,Geothermal,0,0
South Africa,Exports,Solar photovoltaics,0,0
South Africa,Exports,Solar thermal,0,0
South Africa,Exports,"Tide, wave and ocean",0,0
South Africa,Exports,Wind,0,0
South Africa,Exports,Other sources,0,0
South Africa,Exports,Electricity,-1,-291
South Africa,Exports,Heat,0,0
South Africa,Exports,Total,-967,-53522
South Africa,Exports,Memo: Renewables,0,-227
South Africa,International marine bunkers,Hard coal (if no detail),0,x
South Africa,International marine bunkers,Brown coal (if no detail),0,x
South Africa,International marine bunkers,Anthracite,..,0
South Africa,International marine bunkers,Coking coal,..,0
South Africa,International marine bunkers,Other bituminous coal,..,0
South Africa,International marine bunkers,Sub-bituminous coal,..,0
South Africa,International marine bunkers,Lignite,..,0
South Africa,International marine bunkers,Patent fuel,0,0
South Africa,International marine bunkers,Coke oven coke,0,0
South Africa,International marine bunkers,Gas coke,0,0
South Africa,International marine bunkers,Coal tar,0,0
South Africa,International marine bunkers,BKB,0,0
South Africa,International marine bunkers,Gas works gas,0,0
South Africa,International marine bunkers,Coke oven gas,0,0
South Africa,International marine bunkers,Blast furnace gas,0,0
South Africa,International marine bunkers,Other recovered gases,0,0
South Africa,International marine bunkers,Peat,0,0
South Africa,International marine bunkers,Peat products,0,0
South Africa,International marine bunkers,Oil shale and oil sands,0,0
South Africa,International marine bunkers,Natural gas,0,0
South Africa,International marine bunkers,Crude/NGL/feedstocks (if no detail),x,x
South Africa,International marine bunkers,Crude oil,0,0
South Africa,International marine bunkers,Natural gas liquids,0,0
South Africa,International marine bunkers,Refinery feedstocks,0,0
South Africa,International marine bunkers,Additives/blending components,0,0
South Africa,International marine bunkers,Other hydrocarbons,0,0
South Africa,International marine bunkers,Refinery gas,0,0
South Africa,International marine bunkers,Ethane,0,0
South Africa,International marine bunkers,Liquefied petroleum gases (LPG),0,0
South Africa,International marine bunkers,Motor gasoline excl. biofuels,0,0
South Africa,International marine bunkers,Aviation gasoline,0,0
South Africa,International marine bunkers,Gasoline type jet fuel,0,0
South Africa,International marine bunkers,Kerosene type jet fuel excl. biofuels,0,0
South Africa,International marine bunkers,Other kerosene,0,0
South Africa,International marine bunkers,Gas/diesel oil excl. biofuels,-207,-298
South Africa,International marine bunkers,Fuel oil,-3172,-2369
South Africa,International marine bunkers,Naphtha,0,0
South Africa,International marine bunkers,White spirit & SBP,0,0
South Africa,International marine bunkers,Lubricants,0,0
South Africa,International marine bunkers,Bitumen,0,0
South Africa,International marine bunkers,Paraffin waxes,0,0
South Africa,International marine bunkers,Petroleum coke,0,0
South Africa,International marine bunkers,Other oil products,0,0
South Africa,International marine bunkers,Industrial waste,0,0
South Africa,International marine bunkers,Municipal waste (renewable),0,0
South Africa,International marine bunkers,Municipal waste (non-renewable),0,0
South Africa,International marine bunkers,Primary solid biofuels,0,0
South Africa,International marine bunkers,Biogases,0,0
South Africa,International marine bunkers,Biogasoline,0,0
South Africa,International marine bunkers,Biodiesels,0,0
South Africa,International marine bunkers,Bio jet kerosene,0,0
South Africa,International marine bunkers,Other liquid biofuels,0,0
South Africa,International marine bunkers,Non-specified primary biofuels and waste,0,0
South Africa,International marine bunkers,Charcoal,0,0
South Africa,International marine bunkers,Elec/heat output from non-specified manufactured gases,0,0
South Africa,International marine bunkers,Heat output from non-specified combustible fuels,0,0
South Africa,International marine bunkers,Nuclear,0,0
South Africa,International marine bunkers,Hydro,0,0
South Africa,International marine bunkers,Geothermal,0,0
South Africa,International marine bunkers,Solar photovoltaics,0,0
South Africa,International marine bunkers,Solar thermal,0,0
South Africa,International marine bunkers,"Tide, wave and ocean",0,0
South Africa,International marine bunkers,Wind,0,0
South Africa,International marine bunkers,Other sources,0,0
South Africa,International marine bunkers,Electricity,0,0
South Africa,International marine bunkers,Heat,0,0
South Africa,International marine bunkers,Total,-3379,-2667
South Africa,International marine bunkers,Memo: Renewables,0,0
South Africa,International aviation bunkers,Hard coal (if no detail),0,x
South Africa,International aviation bunkers,Brown coal (if no detail),0,x
South Africa,International aviation bunkers,Anthracite,..,0
South Africa,International aviation bunkers,Coking coal,..,0
South Africa,International aviation bunkers,Other bituminous coal,..,0
South Africa,International aviation bunkers,Sub-bituminous coal,..,0
South Africa,International aviation bunkers,Lignite,..,0
South Africa,International aviation bunkers,Patent fuel,0,0
South Africa,International aviation bunkers,Coke oven coke,0,0
South Africa,International aviation bunkers,Gas coke,0,0
South Africa,International aviation bunkers,Coal tar,0,0
South Africa,International aviation bunkers,BKB,0,0
South Africa,International aviation bunkers,Gas works gas,0,0
South Africa,International aviation bunkers,Coke oven gas,0,0
South Africa,International aviation bunkers,Blast furnace gas,0,0
South Africa,International aviation bunkers,Other recovered gases,0,0
South Africa,International aviation bunkers,Peat,0,0
South Africa,International aviation bunkers,Peat products,0,0
South Africa,International aviation bunkers,Oil shale and oil sands,0,0
South Africa,International aviation bunkers,Natural gas,0,0
South Africa,International aviation bunkers,Crude/NGL/feedstocks (if no detail),x,x
South Africa,International aviation bunkers,Crude oil,0,0
South Africa,International aviation bunkers,Natural gas liquids,0,0
South Africa,International aviation bunkers,Refinery feedstocks,0,0
South Africa,International aviation bunkers,Additives/blending components,0,0
South Africa,International aviation bunkers,Other hydrocarbons,0,0
South Africa,International aviation bunkers,Refinery gas,0,0
South Africa,International aviation bunkers,Ethane,0,0
South Africa,International aviation bunkers,Liquefied petroleum gases (LPG),0,0
South Africa,International aviation bunkers,Motor gasoline excl. biofuels,0,0
South Africa,International aviation bunkers,Aviation gasoline,-29,-20
South Africa,International aviation bunkers,Gasoline type jet fuel,0,0
South Africa,International aviation bunkers,Kerosene type jet fuel excl. biofuels,-150,-922
South Africa,International aviation bunkers,Other kerosene,0,0
South Africa,International aviation bunkers,Gas/diesel oil excl. biofuels,0,0
South Africa,International aviation bunkers,Fuel oil,0,0
South Africa,International aviation bunkers,Naphtha,0,0
South Africa,International aviation bunkers,White spirit & SBP,0,0
South Africa,International aviation bunkers,Lubricants,0,0
South Africa,International aviation bunkers,Bitumen,0,0
South Africa,International aviation bunkers,Paraffin waxes,0,0
South Africa,International aviation bunkers,Petroleum coke,0,0
South Africa,International aviation bunkers,Other oil products,0,0
South Africa,International aviation bunkers,Industrial waste,0,0
South Africa,International aviation bunkers,Municipal waste (renewable),0,0
South Africa,International aviation bunkers,Municipal waste (non-renewable),0,0
South Africa,International aviation bunkers,Primary solid biofuels,0,0
South Africa,International aviation bunkers,Biogases,0,0
South Africa,International aviation bunkers,Biogasoline,0,0
South Africa,International aviation bunkers,Biodiesels,0,0
South Africa,International aviation bunkers,Bio jet kerosene,0,0
South Africa,International aviation bunkers,Other liquid biofuels,0,0
South Africa,International aviation bunkers,Non-specified primary biofuels and waste,0,0
South Africa,International aviation bunkers,Charcoal,0,0
South Africa,International aviation bunkers,Elec/heat output from non-specified manufactured gases,0,0
South Africa,International aviation bunkers,Heat output from non-specified combustible fuels,0,0
South Africa,International aviation bunkers,Nuclear,0,0
South Africa,International aviation bunkers,Hydro,0,0
South Africa,International aviation bunkers,Geothermal,0,0
South Africa,International aviation bunkers,Solar photovoltaics,0,0
South Africa,International aviation bunkers,Solar thermal,0,0
South Africa,International aviation bunkers,"Tide, wave and ocean",0,0
South Africa,International aviation bunkers,Wind,0,0
South Africa,International aviation bunkers,Other sources,0,0
South Africa,International aviation bunkers,Electricity,0,0
South Africa,International aviation bunkers,Heat,0,0
South Africa,International aviation bunkers,Total,-179,-942
South Africa,International aviation bunkers,Memo: Renewables,0,0
South Africa,Stock changes,Hard coal (if no detail),0,x
South Africa,Stock changes,Brown coal (if no detail),0,x
South Africa,Stock changes,Anthracite,..,0
South Africa,Stock changes,Coking coal,..,0
South Africa,Stock changes,Other bituminous coal,..,897
South Africa,Stock changes,Sub-bituminous coal,..,0
South Africa,Stock changes,Lignite,..,0
South Africa,Stock changes,Patent fuel,0,0
South Africa,Stock changes,Coke oven coke,0,0
South Africa,Stock changes,Gas coke,0,0
South Africa,Stock changes,Coal tar,0,0
South Africa,Stock changes,BKB,0,0
South Africa,Stock changes,Gas works gas,0,0
South Africa,Stock changes,Coke oven gas,0,0
South Africa,Stock changes,Blast furnace gas,0,0
South Africa,Stock changes,Other recovered gases,0,0
South Africa,Stock changes,Peat,0,0
South Africa,Stock changes,Peat products,0,0
South Africa,Stock changes,Oil shale and oil sands,0,0
South Africa,Stock changes,Natural gas,0,0
South Africa,Stock changes,Crude/NGL/feedstocks (if no detail),x,x
South Africa,Stock changes,Crude oil,0,0
South Africa,Stock changes,Natural gas liquids,0,0
South Africa,Stock changes,Refinery feedstocks,0,0
South Africa,Stock changes,Additives/blending components,0,0
South Africa,Stock changes,Other hydrocarbons,0,0
South Africa,Stock changes,Refinery gas,0,0
South Africa,Stock changes,Ethane,0,0
South Africa,Stock changes,Liquefied petroleum gases (LPG),0,0
South Africa,Stock changes,Motor gasoline excl. biofuels,0,0
South Africa,Stock changes,Aviation gasoline,0,0
South Africa,Stock changes,Gasoline type jet fuel,0,0
South Africa,Stock changes,Kerosene type jet fuel excl. biofuels,0,0
South Africa,Stock changes,Other kerosene,0,0
South Africa,Stock changes,Gas/diesel oil excl. biofuels,0,0
South Africa,Stock changes,Fuel oil,0,0
South Africa,Stock changes,Naphtha,0,0
South Africa,Stock changes,White spirit & SBP,0,0
South Africa,Stock changes,Lubricants,0,0
South Africa,Stock changes,Bitumen,0,0
South Africa,Stock changes,Paraffin waxes,0,0
South Africa,Stock changes,Petroleum coke,0,0
South Africa,Stock changes,Other oil products,0,0
South Africa,Stock changes,Industrial waste,0,0
South Africa,Stock changes,Municipal waste (renewable),0,0
South Africa,Stock changes,Municipal waste (non-renewable),0,0
South Africa,Stock changes,Primary solid biofuels,0,0
South Africa,Stock changes,Biogases,0,0
South Africa,Stock changes,Biogasoline,0,0
South Africa,Stock changes,Biodiesels,0,0
South Africa,Stock changes,Bio jet kerosene,0,0
South Africa,Stock changes,Other liquid biofuels,0,0
South Africa,Stock changes,Non-specified primary biofuels and waste,0,0
South Africa,Stock changes,Charcoal,0,0
South Africa,Stock changes,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Stock changes,Heat output from non-specified combustible fuels,0,0
South Africa,Stock changes,Nuclear,0,0
South Africa,Stock changes,Hydro,0,0
South Africa,Stock changes,Geothermal,0,0
South Africa,Stock changes,Solar photovoltaics,0,0
South Africa,Stock changes,Solar thermal,0,0
South Africa,Stock changes,"Tide, wave and ocean",0,0
South Africa,Stock changes,Wind,0,0
South Africa,Stock changes,Other sources,0,0
South Africa,Stock changes,Electricity,0,0
South Africa,Stock changes,Heat,0,0
South Africa,Stock changes,Total,0,897
South Africa,Stock changes,Memo: Renewables,0,0
South Africa,Total primary energy supply,Hard coal (if no detail),32099,x
South Africa,Total primary energy supply,Brown coal (if no detail),0,x
South Africa,Total primary energy supply,Anthracite,..,0
South Africa,Total primary energy supply,Coking coal,..,1902
South Africa,Total primary energy supply,Other bituminous coal,..,79876
South Africa,Total primary energy supply,Sub-bituminous coal,..,0
South Africa,Total primary energy supply,Lignite,..,0
South Africa,Total primary energy supply,Patent fuel,0,0
